q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
V4-064,withdrawn,2010-01-26,,2013-12-11 00:00:00,,PJM,,,ODEC,accomack,,,VA,PJM,Capacity,Tasley-Kellam 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
V4-065,withdrawn,2010-01-27,,2011-02-08 00:00:00,,PJM,Edison Project,,PSEG,middlesex,,,NJ,PJM,Capacity,Meadow Road 13kV,,System Impact Study,System Impact Study,Solar,Solar,,,10.0,,
V4-066,withdrawn,2010-01-28,,2010-02-12 00:00:00,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Egg Harbor Township 12kV,,Withdrawn,Withdrawn,Solar,Solar,,,3.6,,
V4-067,operational,2010-01-28,,,2014-06-01 00:00:00,PJM,McKee City Solar,,AEC,atlantic,,,NJ,PJM,Capacity,Cates Road Egg Harbor Township 12kV,,Facility Study,Facility Study,Solar,Solar,,,2.6,,
V4-071,withdrawn,2010-01-29,,2010-07-30 00:00:00,,PJM,,,AEP,franklin,,,OH,PJM,Energy,Bixby 13.8kV,,System Impact Study,System Impact Study,Battery,Battery,,,2.0,,
V4-074,withdrawn,2010-01-29,,2012-01-27 00:00:00,,PJM,,,ComEd,hancock,,,IL,PJM,Capacity,Quad Cities Wind,,Feasibility Study,Feasibility Study,Wind,Wind,,,1000.0,,
V4-069,operational,2010-01-29,,,2011-12-31 00:00:00,PJM,Frenchtown 1 Solar,,JCPL,hunterdon,,,NJ,PJM,Capacity,Frenchtown 34.5kV,,System Impact Study,System Impact Study,Solar,Solar,,,3.0,,
V4-078,withdrawn,2010-01-29,,2010-03-15 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Hawks Bridge Road,,Withdrawn,Withdrawn,Solar,Solar,,,10.0,,
V4-076,withdrawn,2010-01-29,,2014-08-25 00:00:00,,PJM,,,PENELEC,cumberland,,,PA,PJM,Capacity,Carlisle Pike 23kV,,System Impact Study,System Impact Study,Solar,Solar,,,5.3,,
V4-068,operational,2010-01-29,,,2011-12-29 00:00:00,PJM,,,Dominion,hertford,,,NC,PJM,Capacity,Murphy's 34.5kV,,IA Executed,IA Executed,Solar,Solar,,,5.0,,
V4-070,operational,2010-01-29,,,2012-01-02 00:00:00,PJM,Frenchtown 2 Solar,,JCPL,hunterdon,,,NJ,PJM,Capacity,Frenchtown 12.5kV,,System Impact Study,System Impact Study,Solar,Solar,,,3.0,,
V4-077,withdrawn,2010-01-29,,2014-08-25 00:00:00,,PJM,,,PENELEC,mifflin,,,PA,PJM,Capacity,Montgomery Avenue 12.47kV,,System Impact Study,System Impact Study,Solar,Solar,,,13.0,,
V4-072,withdrawn,2010-01-29,,2012-05-07 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Blue Ridge Landfill,,System Impact Study,System Impact Study,Other,Methane,,,4.8,,
V4-073,operational,2010-01-29,,,2010-05-28 00:00:00,PJM,,,Dayton,montgomery,,,OH,PJM,Capacity,Yankee 12.5kV,,System Impact Study,System Impact Study,Solar,Solar,,,2.5,,
V4-075,withdrawn,2010-01-29,,2014-08-11 00:00:00,,PJM,,,PPL,lancaster,,,PA,PJM,Capacity,Warwick 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-001,operational,2010-02-02,,,2011-06-01 00:00:00,PJM,Linden VFT,,PSEG,union,,,NJ,PJM,Energy,Linden VFT 230kV,,IA Executed,IA Executed,Unknown,Unknown,,,0.0,,
W1-002,withdrawn,2010-02-03,,2012-07-20 00:00:00,,PJM,,,AEP,jefferson,,,OH,PJM,Energy,Tiltonsville-Windsor 138kV,,System Impact Study,System Impact Study,Unknown,Unknown,,,0.0,,
W1-007,withdrawn,2010-02-04,,2010-08-23 00:00:00,,PJM,,,DPL,accomack,,,VA,PJM,Capacity,Oak Hall,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-004,operational,2010-02-04,,,2016-12-08 00:00:00,PJM,Oak Hall Project B,,DPL,unknown,,,VA,PJM,Capacity,Oak Hall,,IA Executed,IA Executed,Solar,Solar,,,20.0,,
W1-011,withdrawn,2010-02-04,,2011-05-19 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Orchard 230kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,70.0,,
W1-003,operational,2010-02-04,,,2016-12-08 00:00:00,PJM,Oak Hall Project A,,DPL,unknown,,,VA,PJM,Capacity,Oak Hall,,IA Executed,IA Executed,Solar,Solar,,,20.0,,
W1-005,operational,2010-02-04,,,2016-12-08 00:00:00,PJM,Oak Hall Project C,,DPL,unknown,,,VA,PJM,Capacity,Oak Hall,,IA Executed,IA Executed,Solar,Solar,,,20.0,,
W1-009,withdrawn,2010-02-04,,2010-08-23 00:00:00,,PJM,,,ODEC,accomack,,,VA,PJM,Capacity,Tasley-Kellam 69kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-008,withdrawn,2010-02-04,,2014-08-29 00:00:00,,PJM,,,ODEC,accomack,,,VA,PJM,Capacity,Tasley-Kellam 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-010,withdrawn,2010-02-04,,2012-03-07 00:00:00,,PJM,,,PECO,york,,,PA,PJM,Capacity,Cooper,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-006,operational,2010-02-04,,,2016-12-08 00:00:00,PJM,Oak Hall Project D,,DPL,unknown,,,VA,PJM,Capacity,Oak Hall,,IA Executed,IA Executed,Solar,Solar,,,20.0,,
W1-012,withdrawn,2010-02-12,,2012-05-08 00:00:00,,PJM,,,APS,centre,,,PA,PJM,Capacity,Millheim-Brush Jct 46kV,,System Impact Study,System Impact Study,Wind,Wind,,,50.0,,
W1-013,withdrawn,2010-02-17,,2011-10-17 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Saint Thomas 34kV I,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-014,withdrawn,2010-02-18,,2011-10-17 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Saint Thomas 34kV II,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-015,withdrawn,2010-02-19,,2012-05-14 00:00:00,,PJM,,,PENELEC,unknown,,,PA,PJM,Capacity,Shade Gap 115kV,,System Impact Study,System Impact Study,Wind,Wind,,,61.0,,
W1-021,withdrawn,2010-02-22,,2013-10-16 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Fairton 69kV I,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-023,withdrawn,2010-02-24,,2014-02-18 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Fairton 69kV III,,Facility Study,Facility Study,Solar,Solar,,,10.0,,
W1-022,withdrawn,2010-02-24,,2013-07-30 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Fairton 69kV II,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-024,operational,2010-02-24,,,2011-12-14 00:00:00,PJM,Village at Manalapan Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Manalapan 12.5kV,,IA Executed,IA Executed,Solar,Solar,,,4.0,,
W1-032,operational,2010-02-25,,,2016-02-02 00:00:00,PJM,Millhurst Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Millhurst 12.5kV,,IA Executed,IA Executed,Solar,Solar,,,3.0,,
W1-026,withdrawn,2010-02-25,,2010-08-25 00:00:00,,PJM,,,Dominion,unknown,,,WV,PJM,Energy,Mt. Storm-Doubs 500kV,,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0.0,,
W1-027,withdrawn,2010-02-25,,2010-08-25 00:00:00,,PJM,,,APS,unknown,,,WV,PJM,Energy,502 Junction-Meadowbrook 500kV,,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0.0,,
W1-029,operational,2010-02-25,2019-07-22,,2017-03-02 00:00:00,PJM,Desert Wind Farm,,Dominion,pasquotank,,,NC,PJM,Capacity,Winfall 230kV,,IA Executed,IA Executed,Wind,Wind,,,208.0,,
W1-028,withdrawn,2010-02-25,,2010-11-18 00:00:00,,PJM,,,PPL,unknown,,,PA,PJM,Energy,Alburtis-Hosensack,,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0.0,,
W1-030,withdrawn,2010-02-25,,2010-08-25 00:00:00,,PJM,,,ComEd,ford,,,IL,PJM,Capacity,Pontiac Midpoint-Reynolds 345kV,,Feasibility Study,Feasibility Study,Wind,Wind,,,300.0,,
W1-033,withdrawn,2010-02-25,,2016-05-11 00:00:00,,PJM,Fairfield Renewable Energy Facility,,BGE,baltimore city,,,MD,PJM,Capacity,Pumphrey 115kV,,IA Executed,IA Executed,Other,Biomass,,,25.0,,
W1-031,withdrawn,2010-02-25,,2010-08-25 00:00:00,,PJM,,,ComEd,ford,,,IL,PJM,Capacity,Pontiac Midpoint-Reynolds 345kV,,Feasibility Study,Feasibility Study,Wind,Wind,,,300.0,,
W1-025,withdrawn,2010-02-25,,2010-08-25 00:00:00,,PJM,,,Dominion,unknown,,,WV,PJM,Energy,Mt. Storm-Valley 500kV,,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0.0,,
W1-036,withdrawn,2010-02-26,,2012-03-21 00:00:00,,PJM,Central Solar Park,,AEP,roanoke,,,VA,PJM,Capacity,Matt Funk-Tech Drive 138kV,,System Impact Study,System Impact Study,Wind,Wind,,,45.0,,
W1-034,withdrawn,2010-02-26,,2010-08-24 00:00:00,,PJM,,,PEPCO,prince george's,,,MD,PJM,Capacity,Burches Hill,,Feasibility Study,Feasibility Study,Gas,Gas,,,750.0,,
W1-039,withdrawn,2010-02-26,,2011-06-01 00:00:00,,PJM,PCLP Facility,,AEC,salem,,,NJ,PJM,Capacity,Pedricktown 230kV,,IA Executed,IA Executed,Gas,Gas,,,10.0,,
W1-040,withdrawn,2010-02-26,,2012-02-13 00:00:00,,PJM,,,ComEd,lasalle,,,IL,PJM,Capacity,LaSalle,,Feasibility Study,Feasibility Study,Nuclear,Nuclear,,,350.0,,
W1-037,withdrawn,2010-02-26,,2011-01-03 00:00:00,,PJM,,,DPL,unknown,,,VA,PJM,Capacity,East Lima-South Kenton 138kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-035,withdrawn,2010-02-26,,2010-11-22 00:00:00,,PJM,,,AEP,lawrence,,,KY,PJM,Capacity,Baker 345kV,,Feasibility Study,Feasibility Study,Gas,Gas,,,750.0,,
W1-038,withdrawn,2010-02-26,,2010-08-31 00:00:00,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,Fairlawn 138kV,,Feasibility Study,Feasibility Study,Gas,Gas,,,10.0,,
W1-041,withdrawn,2010-02-26,,2012-01-20 00:00:00,,PJM,,,Dayton,darke,,,OH,PJM,Capacity,W. Milton-Greenville,,System Impact Study,System Impact Study,Wind,Wind,,,50.0,,
W1-044,withdrawn,2010-03-04,,2011-04-03 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Mont Alto,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-042,withdrawn,2010-03-04,,2011-04-03 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Hubar Road 1,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-046,withdrawn,2010-03-04,,2013-11-30 00:00:00,,PJM,,,PPL,lancaster,,,PA,PJM,Capacity,Face Rock 69kV,,IA Executed,IA Executed,Solar,Solar,,,15.0,,
W1-043,withdrawn,2010-03-04,,2011-04-03 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Hubar Road 2,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-045,operational,2010-03-04,2014-12-23,,2019-12-31 00:00:00,PJM,Roxbury Solar Project,,PENELEC,franklin,,,PA,PJM,Capacity,Roxbury 23 kV,,IA Executed,IA Executed,Solar,Solar,,,14.0,,
W1-048,withdrawn,2010-03-09,,2013-07-18 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton Township,,System Impact Study,System Impact Study,Solar,Solar,,,5.0,,
W1-050,withdrawn,2010-03-12,,2011-10-17 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Keller & Valley Camp Roads I,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-051,withdrawn,2010-03-12,,2011-10-14 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,St. Thomas 34kV III,,System Impact Study,System Impact Study,Solar,Solar,,,130.0,,
W1-052,withdrawn,2010-03-12,,2011-04-03 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Keller & Valley Camp Roads II,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-053,withdrawn,2010-03-15,,2010-09-14 00:00:00,,PJM,,,Dominion,arlington,,,VA,PJM,Energy,Pleasant View 500kV,,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0.0,,
W1-054,operational,2010-03-16,2011-01-05,,2012-10-06 00:00:00,PJM,Dart Container,,PPL,lancaster,,,PA,PJM,Capacity,South Akron-Prince,,IA Executed,IA Executed,Other,Methane,,,11.0,,
W1-056,operational,2010-03-18,,,2017-11-15 00:00:00,PJM,Hog Creek Wind Farm,,AEP,hardin,,,OH,PJM,Capacity,Ada-Dunkirk 69kV,,IA Executed,IA Executed,Wind,Wind,,,18.0,,
W1-055,withdrawn,2010-03-18,,2011-09-28 00:00:00,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Broadway 34.5kV,,System Impact Study,System Impact Study,Solar,Solar,,,10.0,,
W1-058A_DK1,withdrawn,2010-03-23,,2012-07-02 00:00:00,,PJM,,,Duke,butler,,,OH,PJM,Capacity,AK Steel Middletown-AK Steel 1C 138kV,,System Impact Study,System Impact Study,Gas,Gas,,,135.0,,
W1-057,withdrawn,2010-03-23,,2011-12-14 00:00:00,,PJM,,,Dominion,hertford,,,NC,PJM,Capacity,Earleys 34.5kV,,Facility Study,Facility Study,Solar,Solar,,,20.0,,
W1-059,withdrawn,2010-03-24,,2012-04-19 00:00:00,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Denville,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-060,withdrawn,2010-03-25,,2011-01-11 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Carneys Point Township,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-061,withdrawn,2010-03-26,,2010-05-25 00:00:00,,PJM,,,Dominion,loudoun,,,VA,PJM,Energy,Brambleton,,Withdrawn,Withdrawn,Unknown,Unknown,,,0.0,,
W1-062,operational,2010-03-29,,,2012-06-15 00:00:00,PJM,Smyrna Units 1 & 2,,DPL,kent,,,DE,PJM,Capacity,Clayton 138kV,,IA Executed,IA Executed,Gas,Gas,,,53.0,,
W1-063,withdrawn,2010-03-30,,2010-06-10 00:00:00,,PJM,,,PSEG,somerset,,,NJ,PJM,Energy,Branchburg-Elroy 500kV,,System Impact Study,System Impact Study,Unknown,Unknown,,,0.0,,
W1-064,withdrawn,2010-03-31,,2014-07-01 00:00:00,,PJM,,,APS,franklin,,,PA,PJM,Capacity,Grand Point 12kV,,System Impact Study,System Impact Study,Other,Methane,,,1.6,,
W1-065,withdrawn,2010-03-31,,2011-11-17 00:00:00,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Millstone,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-066,withdrawn,2010-03-31,,2012-02-27 00:00:00,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,New Brooklyn Road 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,9.0,,
W1-068,withdrawn,2010-04-16,,2014-02-20 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton Township,,Facility Study,Facility Study,Solar,Solar,,,20.0,,
W1-070A_AT4,withdrawn,2010-04-20,,2014-04-16 00:00:00,,PJM,,,ATSI,ashtabula,,,OH,PJM,Capacity,Ashtabula 138kV,,Facility Study,Facility Study,Wind,Wind,,,50.0,,
W1-070,withdrawn,2010-04-20,,2014-01-06 00:00:00,,PJM,,,DPL,wicomico,,,MD,PJM,Capacity,Laurel 69kV,,Facility Study,Facility Study,Solar,Solar,,,20.0,,
W1-071,withdrawn,2010-04-22,,2011-01-13 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Energy,Elk Road 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,1.0,,
W1-072A_AT5,operational,2010-04-26,,,2014-04-11 00:00:00,PJM,Troy Energy,,ATSI,wood,,,OH,PJM,Capacity,Lemoyne,,IA Executed,IA Executed,Gas,Gas,,,40.0,,
W1-073,withdrawn,2010-04-27,,2010-08-30 00:00:00,,PJM,,,Dominion,caroline,,,VA,PJM,Capacity,Ladysmith CT 230kV,,Feasibility Study,Feasibility Study,Gas,Gas,,,612.0,,
W1-074,withdrawn,2010-04-27,,2010-08-30 00:00:00,,PJM,,,Dominion,fauquier,,,VA,PJM,Capacity,Remington CT 230kV,,Feasibility Study,Feasibility Study,Gas,Gas,,,610.0,,
W1-078,operational,2010-04-28,,,2012-05-30 00:00:00,PJM,,,APS,jefferson,,,OH,PJM,Energy,Sammis-Wylie Ridge 345kV,,System Impact Study,System Impact Study,Unknown,Unknown,,,0.0,,
W1-076,withdrawn,2010-04-28,,2014-05-16 00:00:00,,PJM,Keller Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Kingwood,,IA Executed,IA Executed,Solar,Solar,,,10.0,,
W1-075,withdrawn,2010-04-28,,2012-09-12 00:00:00,,PJM,,,ME,adams,,,PA,PJM,Capacity,Hunterstown 115kV,,Facility Study,Facility Study,Solar,Solar,,,20.0,,
W1-077,operational,2010-04-28,,,2011-09-01 00:00:00,PJM,King and Queen,,Dominion,king,,,VA,PJM,Capacity,Shacklefords 34.5kV,,IA Executed,IA Executed,Other,Methane,,,4.0,,
W1-091,withdrawn,2010-04-29,,2010-08-25 00:00:00,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Berlin 12kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,2.5,,
W1-096,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Woodbine 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,7.0,,
W1-088,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 4 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-092,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Mays Landing 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,8.7,,
W1-089,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Newport 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,18.0,,
W1-094,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Williamstown 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,10.0,,
W1-081,withdrawn,2010-04-29,,2011-10-05 00:00:00,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mickleton 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,5.0,,
W1-080,withdrawn,2010-04-29,,2011-04-12 00:00:00,,PJM,,,APS,braxton,,,WV,PJM,Capacity,Sutton Dam,,System Impact Study,System Impact Study,Hydro,Hydro,,,9.9,,
W1-093,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Cape May 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-082,withdrawn,2010-04-29,,2018-03-07 00:00:00,,PJM,Milford Solar,,JCPL,hunterdon,,,NJ,PJM,Capacity,Milford,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-085,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 1 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-084,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Pedricktown 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,5.0,,
W1-087,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 3 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-086,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 2 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-090,withdrawn,2010-04-29,,2014-01-24 00:00:00,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Berlin 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,18.0,,
W1-095,withdrawn,2010-04-29,,2011-01-13 00:00:00,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Buena 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,18.0,,
W1-083,withdrawn,2010-04-29,,2013-01-10 00:00:00,,PJM,West Deptford Solar,,PSEG,gloucester,,,NJ,PJM,Capacity,Deptford 13kV,,System Impact Study,System Impact Study,Solar,Solar,,,4.6,,
W1-114,withdrawn,2010-04-30,,2016-12-19 00:00:00,,PJM,East Norwegian Township Solar I,,PPL,schuylkill,,,PA,PJM,Capacity,Port Carbon,,System Impact Study,System Impact Study,Solar,Solar,,,3.0,,
W1-102,withdrawn,2010-04-30,,2010-06-01 00:00:00,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Southampton 13kV,,Withdrawn,Withdrawn,Solar,Solar,,,1.9,,
W1-097,withdrawn,2010-04-30,,2011-01-13 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Fairfield Township 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-108,operational,2010-04-30,,,2013-07-29 00:00:00,PJM,Grays Ferry Cogeneration Partnership,,PECO,philadelphia,,,PA,PJM,Capacity,Grays Ferry 230kV,,IA Executed,IA Executed,Gas,Gas,,,13.0,,
W1-129,operational,2010-04-30,,,2014-09-20 00:00:00,PJM,Jacobstown Solar Farm,,JCPL,burlington,,,NJ,PJM,Capacity,Cookstown 34.5kV,,IA Executed,IA Executed,Solar,Solar,,,5.0,,
W1-118,withdrawn,2010-04-30,,2014-01-29 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Silica Spur 2,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-124,operational,2010-04-30,,,2012-12-06 00:00:00,PJM,Tinton Falls Solar,,JCPL,monmouth,,,NJ,PJM,Capacity,Tinton Falls 34.5kV,,IA Executed,IA Executed,Solar,Solar,,,17.0,,
W1-131,withdrawn,2010-04-30,,2011-02-03 00:00:00,,PJM,,,DPL,worcester,,,MD,PJM,Capacity,Kenney,,System Impact Study,System Impact Study,Solar,Solar,,,5.0,,
W1-104,withdrawn,2010-04-30,,2012-09-04 00:00:00,,PJM,,,APS,centre,,,PA,PJM,Capacity,Bellefonte 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,0.65,,
W1-117,withdrawn,2010-04-30,,2014-01-29 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Silica Spur 1,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-115,withdrawn,2010-04-30,,2017-12-19 00:00:00,,PJM,Ryan Township Solar I,,PPL,schuylkill,,,PA,PJM,Capacity,Tamanend,,System Impact Study,System Impact Study,Solar,Solar,,,3.0,,
W1-099,withdrawn,2010-04-30,,2011-03-11 00:00:00,,PJM,Levittown 2 SP,,PSEG,burlington,,,NJ,PJM,Capacity,Levittown 13kV,,System Impact Study,System Impact Study,Solar,Solar,,,1.3,,
W1-103,withdrawn,2010-04-30,,2010-08-27 00:00:00,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 12kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,20.0,,
W1-130,operational,2010-04-30,,,2016-10-27 00:00:00,PJM,Cedar Branch Solar Farm,,AEC,cumberland,,,NJ,PJM,Capacity,Vine Road 12kV,,Facility Study,Facility Study,Solar,Solar,,,9.2,,
W1-113,operational,2010-04-30,,,2016-03-22 00:00:00,PJM,Northpark Solar Farm #1,,JCPL,monmouth,,,NJ,PJM,Capacity,Millstone 2,,IA Executed,IA Executed,Solar,Solar,,,8.0,,
W1-111,operational,2010-04-30,2012-01-31,,2014-07-24 00:00:00,PJM,Beacon Power Flywheel Station,,PPL,luzerne,,,PA,PJM,Energy,Harwood-Berwick 69kV,,IA Executed,IA Executed,Battery,Battery,,,20.0,,
W1-125,withdrawn,2010-04-30,,2010-08-26 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington Township 2 12kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,12.0,,
W1-107,withdrawn,2010-04-30,,2015-10-12 00:00:00,,PJM,Grove City Road 12kV,,APS,butler,,,PA,PJM,Capacity,Grove City Road 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-098,withdrawn,2010-04-30,,2011-03-11 00:00:00,,PJM,Levittown SP,,PSEG,burlington,,,NJ,PJM,Capacity,Levittown 13kV,,System Impact Study,System Impact Study,Solar,Solar,,,0.96,,
W1-127,operational,2010-04-30,2016-11-14,,2015-06-30 00:00:00,PJM,Harmony Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Phillipsburg 12.47kV,,IA Executed,IA Executed,Solar,Solar,,,3.0,,
W1-128,withdrawn,2010-04-30,,2011-02-09 00:00:00,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Red School Lane 69kV,,System Impact Study,System Impact Study,Solar,Solar,,,20.0,,
W1-116,operational,2010-04-30,2011-05-25,,2012-07-05 00:00:00,PJM,Mount St. Mary's PV Park,,APS,frederick,,,MD,PJM,Capacity,Emmitsburg 34kV,,IA Executed,IA Executed,Solar,Solar,,,14.0,,
W1-112,operational,2010-04-30,,,2013-03-01 00:00:00,PJM,Holmdel SP,,JCPL,monmouth,,,NJ,PJM,Capacity,Holmdel,,System Impact Study,System Impact Study,Solar,Solar,,,4.0,,
W1-132,operational,2010-04-30,,,2013-12-06 00:00:00,PJM,Paunch Solar,,JCPL,hunterdon,,,NJ,PJM,Energy,Pittstown,,System Impact Study,System Impact Study,Solar,Solar,,,2.0,,
W1-100,withdrawn,2010-04-30,,2011-03-11 00:00:00,,PJM,Rathway SP,,PSEG,middlesex,,,NJ,PJM,Capacity,Minue Street 12kV,,System Impact Study,System Impact Study,Solar,Solar,,,1.7,,
W1-123,withdrawn,2010-04-30,,2010-09-01 00:00:00,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington Township 1 12kV,,Feasibility Study,Feasibility Study,Solar,Solar,,,10.0,,
W1-122,withdrawn,2010-04-30,,2014-03-07 00:00:00,,PJM,Lower Unionville Road Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Wantage 12.47kV,,System Impact Study,System Impact Study,Solar,Solar,,,5.1,,
W1-119,operational,2010-04-30,,,2017-06-16 00:00:00,PJM,Greenburg Solar,,JCPL,burlington,,,NJ,PJM,Capacity,Pemberton Township 1 34.5 kV,,System Impact Study,System Impact Study,Solar,Solar,,,8.8,,
